,A0,A1,A2,label
6853,1.06,0.31,-0.23,0
6854,0.81,0.34,-0.02,0
6855,0.74,0.35,0.11,0
6856,0.77,0.36,0.12,0
6857,1.01,0.36,0.17,0
6858,1.24,0.35,0.23,0
6859,1.21,0.39,0.31,0
6860,1.13,0.42,0.32,0
6861,1.04,0.51,0.24,0
6862,0.76,0.62,0.11,0
6863,0.74,0.69,0.1,0
6864,0.84,0.73,0.05,0
6865,1.01,0.76,0.04,0
6866,1.21,0.59,-0.14,0
6867,1.34,0.44,-0.33,0
6868,1.25,0.34,-0.34,0
6869,1.32,0.29,-0.21,0
6870,1.13,0.27,0.01,0
6871,0.86,0.23,0.11,0
6872,0.78,0.22,0.1,0
6873,0.78,0.23,0.12,0
6874,0.88,0.22,0.17,0
6875,1.13,0.23,0.21,0
6876,1.19,0.28,0.24,0
6877,1.08,0.35,0.14,0
6878,1.13,0.44,0.05,0
6879,0.88,0.52,0.07,0
6880,0.7,0.59,0.03,0
6881,0.74,0.68,0.0,0
6882,0.87,0.64,-0.07,0
6883,1.01,0.55,-0.24,0
6884,1.13,0.4,-0.32,0
6885,1.25,0.31,-0.2,0
6886,1.23,0.26,0.0,0
6887,1.26,0.24,0.11,0
6888,1.06,0.25,0.09,0
6889,0.82,0.23,0.13,0
6890,0.78,0.25,0.18,0
6891,0.83,0.27,0.22,0
6892,1.05,0.28,0.18,0
6893,1.2,0.3,0.13,0
6894,1.12,0.36,0.08,0
6895,1.06,0.4,0.05,0
6896,1.12,0.5,-0.01,0
6897,0.9,0.58,0.03,0
6898,0.83,0.63,-0.07,0
6899,0.89,0.62,-0.2,0
6900,0.96,0.59,-0.27,0
6901,1.07,0.44,-0.23,0
6902,1.14,0.37,-0.06,0
6903,1.26,0.34,0.06,0
6904,1.34,0.31,0.08,0
6905,1.27,0.28,0.11,0
6906,0.98,0.21,0.16,0
6907,0.82,0.23,0.22,0
6908,0.79,0.27,0.22,0
6909,0.85,0.31,0.16,0
6910,1.12,0.31,0.1,0
6911,1.25,0.34,0.1,0
6912,1.11,0.43,0.05,0
6913,1.1,0.48,-0.06,0
6914,1.05,0.58,-0.16,0
6915,0.8,0.61,-0.31,0
6916,0.8,0.69,-0.36,0
6917,0.88,0.6,-0.23,0
6918,1.01,0.46,-0.05,0
6919,1.24,0.3,0.11,0
6920,1.38,0.2,0.11,0
6921,1.24,0.2,0.11,0
6922,1.26,0.22,0.15,0
6923,1.08,0.25,0.18,0
6924,0.81,0.29,0.22,0
6925,0.74,0.36,0.15,0
6926,0.83,0.4,0.07,0
6927,1.09,0.39,0.05,0
6928,1.19,0.39,-0.03,0
6929,1.13,0.44,-0.1,0
6930,1.1,0.5,-0.12,0
6931,1.16,0.6,-0.29,0
6932,0.85,0.6,-0.39,0
6933,0.74,0.64,-0.3,0
6934,0.85,0.56,-0.18,0
6935,0.95,0.42,0.02,0
6936,1.17,0.31,0.06,0
6937,1.27,0.21,0.06,0
6938,1.32,0.2,0.11,0
6939,1.39,0.21,0.16,0
6940,1.16,0.22,0.19,0
6941,0.83,0.25,0.14,0
6942,0.72,0.33,0.11,0
6943,0.71,0.39,0.09,0
6944,0.88,0.4,-0.01,0
6945,1.12,0.42,-0.06,0
6946,1.13,0.47,-0.1,0
6947,1.16,0.56,-0.22,0
6948,1.25,0.65,-0.31,0
6949,0.93,0.68,-0.28,0
6950,0.74,0.62,-0.13,0
6951,0.78,0.54,0.06,0
6952,0.93,0.4,0.07,0
6953,1.13,0.31,0.07,0
6954,1.27,0.21,0.12,0
6955,1.33,0.2,0.15,0
6956,1.39,0.23,0.23,0
6957,1.16,0.27,0.18,0
6958,0.85,0.3,0.11,0
6959,0.72,0.36,0.07,0
6960,0.75,0.36,0.0,0
6961,0.97,0.37,-0.08,0
6962,1.16,0.41,-0.1,0
6963,1.13,0.51,-0.24,0
6964,1.14,0.64,-0.33,0
6965,1.17,0.64,-0.28,0
6966,0.84,0.62,-0.19,0
6967,0.73,0.61,0.01,0
6968,0.79,0.48,0.06,0
6969,1.0,0.38,0.07,0
6970,1.19,0.29,0.12,0
6971,1.32,0.22,0.16,0
6972,1.33,0.21,0.18,0
6973,1.38,0.21,0.18,0
6974,0.99,0.28,0.06,0
6975,0.75,0.34,0.06,0
6976,0.71,0.37,0.01,0
6977,0.74,0.38,-0.04,0
6978,1.01,0.39,-0.11,0
6979,1.18,0.49,-0.25,0
6980,1.2,0.61,-0.4,0
6981,1.29,0.66,-0.35,0
6982,1.02,0.65,-0.22,0
6983,0.74,0.62,-0.06,0
6984,0.66,0.55,0.02,0
6985,0.87,0.39,0.04,0
6986,1.1,0.28,0.09,0
6987,1.19,0.24,0.16,0
6988,1.18,0.24,0.21,0
6989,1.37,0.26,0.18,0
6990,1.29,0.27,0.07,0
6991,0.92,0.28,0.04,0
6992,0.73,0.33,-0.01,0
6993,0.72,0.36,-0.07,0
6994,0.86,0.38,-0.08,0
6995,1.13,0.42,-0.07,0
6996,1.25,0.47,-0.25,0
6997,1.16,0.56,-0.23,0
6998,1.21,0.66,-0.1,0
6999,0.88,0.64,0.08,0
7000,0.7,0.6,0.13,0
7001,0.83,0.53,0.21,0
7002,1.04,0.39,0.21,0
7003,1.19,0.31,0.11,0
7004,1.8,0.6,-0.6,0
7005,1.72,0.63,-0.87,0
7006,1.09,0.6,-1.1,0
7007,0.3,0.56,-0.88,0
7008,-0.68,0.64,-0.69,0
7009,-0.58,0.39,-0.54,0
7010,0.13,0.45,-0.02,0
7011,1.7,0.59,-0.37,0
7012,1.61,0.63,-0.71,0
7013,1.07,0.6,-0.97,0
7014,0.43,0.5,-1.02,0
7015,-0.52,0.68,-0.75,0
7016,-0.64,0.54,-0.82,0
7017,-0.1,0.44,-0.15,0
7018,1.6,0.55,-0.15,0
7019,1.79,0.68,-0.57,0
7020,1.21,0.62,-0.87,0
7021,0.47,0.47,-0.99,0
7022,-0.53,0.58,-0.8,0
7023,-0.63,0.64,-0.62,0
7024,-0.16,0.42,-0.43,0
7025,1.61,0.5,-0.23,0
7026,1.78,0.58,-0.55,0
7027,1.29,0.68,-0.77,0
7028,0.61,0.66,-0.94,0
7029,-0.13,0.48,-0.9,0
7030,-0.69,0.68,-0.7,0
7031,-0.51,0.48,-0.67,0
7032,0.31,0.53,-0.15,0
7033,1.88,0.6,-0.35,0
7034,1.63,0.58,-0.67,0
7035,1.12,0.73,-0.94,0
7036,0.24,0.63,-0.92,0
7037,-0.66,0.6,-0.72,0
7038,-0.63,0.55,-0.45,0
7039,0.06,0.39,-0.28,0
7040,1.75,0.63,-0.42,0
7041,1.61,0.61,-0.67,0
7042,1.07,0.55,-1.0,0
7043,0.36,0.53,-0.92,0
7044,-0.57,0.7,-0.62,0
7045,-0.56,0.74,-0.47,0
7046,-0.08,0.36,-0.28,0
7047,1.34,0.52,-0.3,0
7048,1.69,0.64,-0.78,0
7049,1.18,0.56,-0.97,0
7050,0.61,0.56,-0.98,0
7051,-0.36,0.5,-0.75,0
7052,-0.53,0.62,-0.57,0
7053,-0.22,0.64,-0.38,0
7054,1.11,0.35,-0.2,0
7055,1.57,0.65,-0.52,0
7056,1.26,0.65,-0.86,0
7057,0.7,0.53,-1.15,0
7058,0.04,0.49,-0.85,0
7059,-0.46,0.43,-0.55,0
7060,-0.25,0.8,-0.43,0
7061,0.78,0.64,-0.29,0
7062,1.66,0.36,-0.42,0
7063,1.39,0.62,-0.77,0
7064,0.8,0.66,-1.12,0
7065,0.12,0.58,-0.89,0
7066,-0.63,0.45,-0.59,0
7067,-0.46,0.42,-0.32,0
7068,0.7,0.78,-0.17,0
7069,1.73,0.37,-0.43,0
7070,1.42,0.68,-0.85,0
7071,0.92,0.74,-1.12,0
7072,0.25,0.6,-0.92,0
7073,-0.53,0.56,-0.63,0
7074,-0.53,0.46,-0.34,0
7075,0.07,0.86,-0.16,0
7076,1.56,0.44,-0.29,0
7077,1.66,0.36,-0.74,0
7078,1.12,0.65,-1.09,0
7079,0.37,0.58,-0.99,0
7080,-0.61,0.58,-0.65,0
7081,-0.53,0.5,-0.57,0
7082,0.26,0.45,-0.3,0
7083,1.37,0.73,0.01,0
7084,1.62,0.39,-0.4,0
7085,1.09,0.42,-0.94,0
7086,0.48,0.58,-1.18,0
7087,-0.44,0.55,-0.85,0
7088,-0.54,0.53,-0.58,0
7089,-0.07,0.5,-0.6,0
7090,1.31,0.78,-0.1,0
7091,1.71,0.66,-0.23,0
7092,1.24,0.37,-0.8,0
7093,0.54,0.49,-1.19,0
7094,-0.48,0.75,-1.1,0
7095,-0.57,0.62,-0.65,0
7096,-0.04,0.39,-0.35,0
7097,1.19,0.35,-0.28,0
7098,1.64,0.64,-0.23,0
7099,1.18,0.42,-0.6,0
7100,0.53,0.45,-0.93,0
7101,-0.26,0.52,-1.01,0
7102,-0.48,0.54,-0.8,0
7103,0.05,0.58,-0.59,0
7104,1.0,0.45,-0.25,0
7105,1.61,0.74,-0.25,0
7106,1.22,0.66,-0.52,0
7107,0.67,0.6,-0.88,0
7108,-0.02,0.52,-1.12,0
7109,-0.52,0.5,-0.85,0
7110,-0.36,0.45,-0.57,0
7111,0.74,0.48,-0.34,0
7112,1.58,0.65,-0.12,0
7113,1.44,0.67,-0.42,0
7114,0.84,0.53,-0.9,0
7115,0.15,0.57,-1.16,0
7116,-0.38,0.6,-0.8,0
7117,-0.43,0.54,-0.56,0
7118,0.42,0.46,-0.35,0
7119,1.35,0.6,-0.17,0
7120,1.6,0.73,-0.45,0
7121,1.08,0.53,-0.8,0
7122,0.46,0.65,-1.14,0
7123,-0.26,0.58,-0.93,0
7124,-0.47,0.49,-0.58,0
7125,-0.27,0.45,-0.39,0
7126,0.85,0.5,-0.32,0
7127,1.72,0.79,-0.4,0
7128,1.49,0.49,-0.71,0
7129,0.8,0.49,-1.22,0
7130,0.14,0.64,-0.87,0
7131,-0.62,0.64,-0.61,0
7132,-0.49,0.47,-0.64,0
7133,0.4,0.38,-0.49,0
7134,1.57,0.64,-0.46,0
7135,1.65,0.48,-0.7,0
7136,1.05,0.44,-1.05,0
7137,0.42,0.59,-0.9,0
7138,-0.52,0.69,-0.84,0
7139,-0.63,0.5,-0.82,0
7140,0.01,0.43,-0.35,0
7141,1.16,0.81,-0.33,0
7142,1.72,0.46,-0.67,0
7143,1.24,0.48,-1.16,0
7144,0.68,0.66,-1.04,0
7145,0.13,0.7,-0.62,0
7146,-0.58,0.5,-0.44,0
7147,-0.49,0.41,-0.4,0
7148,0.36,0.85,-0.27,0
7149,1.34,0.65,-0.52,0
7150,1.56,0.46,-1.07,0
7151,1.13,0.63,-1.24,0
7152,0.56,0.68,-0.87,0
7153,-0.02,0.52,-0.57,0
7154,-0.59,0.41,-0.23,0
7155,-0.43,0.45,-0.23,0
7156,0.68,0.96,-0.49,0
7157,1.54,0.48,-0.9,0
7158,1.43,0.43,-1.17,0
7159,1.0,0.63,-0.88,0
7160,0.31,0.65,-0.57,0
7161,-0.65,0.55,-0.3,0
7162,-0.64,0.45,-0.25,0
7163,-0.02,0.82,-0.41,0
7164,1.32,0.64,-0.74,0
7165,1.55,0.46,-0.98,0
7166,1.22,0.65,-0.79,0
7167,0.56,0.61,-0.61,0
7168,-0.22,0.53,-0.4,0
7169,-0.66,0.35,-0.29,0
7170,-0.42,0.47,-0.5,0
7171,0.98,0.82,-0.71,0
7172,1.65,0.55,-0.92,0
7173,1.39,0.54,-0.83,0
7174,0.93,0.6,-0.6,0
7175,0.22,0.6,-0.46,0
7176,-0.61,0.47,-0.37,0
7177,-0.56,0.39,-0.52,0
7178,0.02,0.76,-0.77,0
7179,1.38,0.61,-1.01,0
7180,1.51,0.56,-0.95,0
7181,1.1,0.58,-0.58,0
7182,0.61,0.63,-0.42,0
7183,-0.08,0.46,-0.28,0
7184,-0.53,0.42,-0.45,0
7185,-0.34,0.66,-0.75,0
7186,0.75,0.67,-0.96,0
7187,1.62,0.55,-1.06,0
7188,1.29,0.71,-0.71,0
7189,0.79,0.66,-0.49,0
7190,-0.04,0.42,-0.3,0
7191,-0.48,0.42,-0.29,0
7192,-0.28,0.86,-0.65,0
7193,0.39,0.54,-1.12,0
7194,1.44,0.4,-1.07,0
7195,1.28,0.64,-0.63,0
7196,0.83,0.74,-0.42,0
7197,0.32,0.71,-0.28,0
7198,-0.15,0.53,-0.25,0
7199,-0.27,0.5,-0.61,0
7200,-0.07,0.54,-1.03,0
7201,0.99,0.5,-1.14,0
7202,1.5,0.66,-0.69,0
7203,1.15,0.65,-0.39,0
7204,0.48,0.38,-0.39,0
7205,-0.33,0.3,-0.28,0
7206,-0.53,0.55,-0.55,0
7207,-0.14,0.47,-0.94,0
7208,0.97,0.46,-1.1,0
7209,1.63,0.57,-0.73,0
7210,0.32,-0.26,0.13,0
7211,0.22,-0.41,0.18,0
7212,0.19,-0.47,0.17,0
7213,0.3,-0.51,0.16,0
7214,0.44,-0.44,0.21,0
7215,0.55,-0.44,0.23,0
7216,0.49,-0.28,0.16,0
7217,0.35,-0.16,0.12,0
7218,0.04,-0.2,0.0,0
7219,-0.34,-0.27,0.07,0
7220,-0.12,-0.29,0.1,0
7221,0.1,-0.4,0.15,0
7222,0.36,-0.61,0.07,0
7223,0.42,-0.74,0.03,0
7224,0.33,-0.78,0.03,0
7225,0.23,-0.87,0.02,0
7226,0.22,-0.91,0.02,0
7227,0.49,-0.95,0.07,0
7228,0.58,-0.97,0.07,0
7229,0.77,-0.81,0.11,0
7230,0.65,-0.61,0.1,0
7231,0.26,-0.28,0.16,0
7232,-0.19,0.18,0.19,0
7233,-0.15,0.31,0.19,0
7234,0.09,0.46,0.35,0
7235,0.3,0.33,0.31,0
7236,0.27,0.06,0.19,0
7237,-0.24,0.06,0.1,0
7238,-1.14,0.65,-0.16,0
7239,-2.8,0.59,-0.11,0
7240,-2.32,-1.0,-0.37,0
7241,-1.55,-1.36,-0.48,0
7242,-1.12,-1.26,-0.57,0
7243,-0.74,-0.93,-0.39,0
7244,-0.72,-0.75,-0.21,0
7245,-0.91,-0.77,-0.03,0
7246,-0.97,-0.86,0.08,0
7247,-1.07,-0.82,0.27,0
7248,-1.18,-0.58,0.11,0
7249,-1.24,-0.31,0.09,0
7250,-1.51,-0.15,-0.03,0
7251,-1.57,-0.11,0.05,0
7252,-1.36,-0.08,0.06,0
7253,-1.27,-0.08,0.05,0
7254,-0.9,-0.05,0.15,0
7255,-0.44,-0.09,0.17,0
7256,-0.15,-0.18,0.08,0
7257,0.07,-0.28,0.08,0
7258,0.15,-0.28,0.02,0
7259,-0.04,-0.23,0.12,0
7260,-0.39,-0.34,0.03,0
7261,-0.54,-0.38,0.13,0
7262,-0.48,-0.42,0.13,0
7263,-0.34,-0.48,0.1,0
7264,-0.74,-0.52,0.17,0
7265,-1.22,-0.51,-0.14,0
7266,-1.42,-0.42,-0.02,0
7267,-1.4,-0.41,0.19,0
7268,-1.26,-0.36,0.17,0
7269,-1.13,-0.29,0.12,0
7270,-1.07,-0.29,0.15,0
7271,-1.14,-0.21,0.24,0
7272,-1.22,-0.22,0.24,0
7273,-1.3,-0.27,0.15,0
7274,-1.25,-0.33,0.14,0
7275,-0.9,-0.33,0.42,0
7276,-0.44,-0.34,0.33,0
7277,-0.12,-0.32,0.17,0
7278,0.04,-0.39,-0.04,0
7279,0.03,-0.36,-0.09,0
7280,0.0,-0.33,0.02,0
7281,-0.03,-0.39,0.19,0
7282,-0.06,-0.44,0.13,0
7283,0.04,-0.41,0.09,0
7284,0.05,-0.36,0.11,0
7285,-0.14,-0.35,0.14,0
7286,-0.3,-0.36,0.19,0
7287,-0.41,-0.35,0.27,0
7288,-0.38,-0.33,0.14,0
7289,-0.31,-0.32,0.14,0
7290,-0.22,-0.28,0.04,0
7291,-0.32,-0.31,0.47,0
7292,-0.46,-0.33,0.64,0
7293,-0.5,-0.22,0.23,0
7294,-0.48,-0.2,0.01,0
7295,-0.19,-0.2,0.29,0
7296,0.06,-0.28,0.06,0
7297,0.21,-0.32,-0.21,0
7298,0.03,-0.33,-0.4,0
7299,-0.62,-0.3,-0.67,0
7300,-1.48,-0.32,-0.9,0
7301,-1.73,-0.25,-0.79,0
7302,-1.39,-0.23,-0.47,0
7303,-1.11,-0.28,-0.03,0
7304,-1.0,-0.27,0.68,0
7305,-0.94,-0.28,0.4,0
7306,-0.87,-0.28,-0.4,0
7307,-1.02,-0.31,-0.43,0
7308,-1.28,-0.29,-0.25,0
7309,-1.39,-0.31,-0.2,0
7310,-1.46,-0.34,0.03,0
7311,-1.51,-0.32,0.08,0
7312,-1.69,-0.29,0.2,0
7313,-1.62,-0.23,0.59,0
7314,-1.38,-0.23,1.11,0
7315,-1.11,-0.21,0.95,0
7316,-0.71,-0.2,-0.26,0
7317,-0.28,-0.21,-1.04,0
7318,-0.08,-0.21,-1.05,0
7319,-0.21,-0.22,-0.63,0
7320,-0.36,-0.26,-0.41,0
7321,-0.39,-0.27,0.15,0
7322,-0.35,-0.27,0.26,0
7323,-0.06,-0.27,0.19,0
7324,0.15,-0.27,-0.72,0
7325,0.04,-0.27,-1.5,0
7326,0.08,-0.31,-1.47,0
7327,0.09,-0.32,-1.2,0
7328,0.32,-0.33,-0.95,0
7329,0.39,-0.31,-0.83,0
7330,0.6,-0.34,-0.81,0
7331,0.61,-0.33,-0.89,0
7332,0.43,-0.32,-1.16,0
7333,0.19,-0.25,-1.12,0
7334,0.03,-0.23,-0.8,0
7335,0.05,-0.22,-0.29,0
7336,0.04,-0.19,0.1,0
7337,-0.12,-0.21,-0.15,0
7338,-1.08,-0.21,-0.51,0
7339,-1.45,-0.25,-0.44,0
7340,-1.86,-0.24,-0.55,0
7341,-1.72,-0.26,-0.8,0
7342,-1.47,-0.25,-1.05,0
7343,-1.32,-0.23,-0.96,0
7344,-0.92,-0.24,-0.85,0
7345,-0.82,-0.26,-0.83,0
7346,-0.91,-0.31,-0.95,0
7347,-1.09,-0.36,-1.16,0
7348,-1.19,-0.36,-1.32,0
7349,-1.24,-0.34,-1.26,0
7350,-1.3,-0.33,-1.06,0
7351,-1.25,-0.35,-0.75,0
7352,-1.27,-0.34,-0.4,0
7353,-1.34,-0.33,-0.14,0
7354,-1.28,-0.27,0.55,0
7355,-1.21,-0.27,0.25,0
7356,-1.08,-0.25,0.06,0
7357,-0.73,-0.23,-0.37,0
7358,-0.31,-0.22,-0.51,0
7359,-0.17,-0.26,-0.4,0
7360,-0.54,-0.24,-0.06,0
7361,-1.38,-0.25,0.47,0
7362,-1.79,-0.28,-0.07,0
7363,-1.44,-0.29,-0.25,0
7364,-1.05,-0.29,-0.15,0
7365,-0.84,-0.25,-0.06,0
7366,-0.87,-0.26,0.01,0
7367,-1.05,-0.28,0.17,0
7368,-1.16,-0.33,0.19,0
7369,-1.19,-0.35,0.21,0
7370,-1.32,-0.36,0.29,0
7371,-1.18,-0.33,0.3,0
7372,-1.23,-0.34,0.47,0
7373,-1.22,-0.34,0.47,0
7374,-1.04,-0.33,0.53,0
7375,-0.89,-0.29,0.7,0
7376,-0.81,-0.23,0.39,0
7377,-0.71,-0.23,0.1,0
7378,-0.71,-0.19,-0.23,0
7379,-0.7,-0.19,-0.54,0
7380,-0.81,-0.2,-0.8,0
7381,-0.88,-0.2,-1.1,0
7382,-1.14,-0.23,-0.88,0
7383,-1.1,-0.23,-0.3,0
7384,-0.79,-0.26,0.4,0
7385,-0.69,-0.27,0.65,0
7386,-0.73,-0.25,0.25,0
7387,-0.96,-0.25,-0.27,0
7388,-1.2,-0.28,-0.73,0
7389,-1.3,-0.32,-0.64,0
7390,-1.27,-0.33,-0.41,0
7391,-1.33,-0.35,-0.19,0
7392,-1.34,-0.33,0.05,0
7393,-1.63,-0.33,0.23,0
7394,-1.77,-0.35,0.27,0
7395,-1.79,-0.34,0.34,0
7396,-1.73,-0.28,0.39,0
7397,-1.59,-0.23,0.25,0
7398,-1.0,-0.22,0.02,0
7399,-0.27,-0.19,-0.22,0
7400,0.08,-0.18,-0.48,0
7401,-0.03,-0.17,-0.93,0
7402,-0.54,-0.16,-1.2,0
7403,-0.78,-0.19,-1.2,0
7404,-0.45,-0.21,-0.87,0
7405,-0.58,-0.3,-0.45,0
7406,-2.0,-0.32,-0.23,0
7407,-2.29,-0.25,0.12,0
7408,-2.26,-0.25,0.7,0
7409,-2.0,-0.28,1.46,0
7410,-1.65,-0.29,1.37,0
7411,-1.26,-0.3,1.26,0
7412,-1.06,-0.3,1.11,0
7413,-1.14,-0.32,1.21,0
7414,-1.46,-0.3,1.21,0
7415,-1.55,-0.32,1.04,0
7416,0.46,0.91,-1.08,0
7417,-0.7,0.68,-0.77,0
7418,-0.68,0.45,-0.68,0
7419,0.14,-0.06,-0.53,0
7420,1.36,0.02,-0.64,0
7421,1.05,0.58,-1.02,0
7422,0.17,1.06,-1.07,0
7423,-0.64,0.67,-1.07,0
7424,-0.65,0.32,-0.52,0
7425,0.12,0.05,-0.35,0
7426,1.56,0.2,-0.74,0
7427,0.92,0.58,-1.19,0
7428,-0.35,0.82,-0.97,0
7429,-0.76,0.47,-0.69,0
7430,-0.28,0.17,-0.43,0
7431,1.05,0.12,-0.53,0
7432,1.24,0.32,-1.07,0
7433,0.48,0.78,-1.14,0
7434,-0.49,0.72,-0.76,0
7435,-0.65,0.4,-0.72,0
7436,-0.24,0.18,-0.36,0
7437,1.13,0.02,-0.61,0
7438,1.21,0.36,-1.11,0
7439,0.51,0.83,-1.05,0
7440,-0.6,0.66,-1.06,0
7441,-0.78,0.25,-0.68,0
7442,-0.24,0.26,-0.47,0
7443,1.26,0.18,-0.66,0
7444,1.44,0.53,-0.99,0
7445,0.24,0.51,-1.1,0
7446,-0.95,0.56,-0.9,0
7447,-0.66,0.39,-0.47,0
7448,0.22,-0.02,-0.52,0
7449,1.69,0.17,-0.94,0
7450,1.06,0.45,-1.14,0
7451,-0.31,0.59,-1.0,0
7452,-1.14,0.56,-0.73,0
7453,-0.51,0.22,-0.53,0
7454,1.17,0.12,-0.53,0
7455,1.47,0.3,-0.77,0
7456,0.68,0.45,-1.21,0
7457,-0.69,0.69,-0.99,0
7458,-0.91,0.5,-0.7,0
7459,-0.12,0.02,-0.44,0
7460,1.51,-0.06,-0.7,0
7461,1.15,0.3,-0.97,0
7462,0.09,0.68,-0.85,0
7463,-0.88,0.58,-0.97,0
7464,-0.63,0.25,-0.64,0
7465,0.77,0.1,-0.55,0
7466,1.62,0.2,-0.81,0
7467,0.54,0.52,-1.12,0
7468,-0.57,0.7,-0.98,0
7469,-0.68,0.47,-0.83,0
7470,-0.16,0.32,-0.44,0
7471,1.27,0.02,-0.45,0
7472,1.34,0.23,-0.92,0
7473,0.44,0.63,-1.02,0
7474,-0.75,0.62,-1.09,0
7475,-0.78,0.48,-0.88,0
7476,0.03,0.1,-0.23,0
7477,1.68,0.07,-0.67,0
7478,1.09,0.4,-1.21,0
7479,-0.21,0.8,-1.14,0
7480,-0.96,0.57,-0.86,0
7481,-0.44,0.5,-0.63,0
7482,1.14,0.16,-0.38,0
7483,1.46,0.15,-0.74,0
7484,0.56,0.55,-1.18,0
7485,-0.66,0.6,-1.04,0
7486,-0.73,0.54,-0.94,0
7487,-0.09,0.31,-0.51,0
7488,1.48,0.0,-0.33,0
7489,1.14,0.27,-0.65,0
7490,0.0,0.59,-1.11,0
7491,-0.92,0.7,-1.32,0
7492,-0.67,0.53,-0.91,0
7493,0.78,0.27,-0.57,0
7494,1.51,0.09,-0.3,0
7495,0.39,0.32,-0.68,0
7496,-0.8,0.69,-1.18,0
7497,-0.68,0.52,-1.14,0
7498,0.44,0.45,-0.8,0
7499,1.46,0.26,-0.45,0
7500,0.86,0.13,-0.54,0
7501,-0.21,0.47,-1.02,0
7502,-0.84,0.63,-1.21,0
7503,-0.53,0.71,-0.88,0
7504,0.85,0.44,-0.45,0
7505,1.29,0.21,-0.41,0
7506,0.8,0.22,-0.69,0
7507,-0.36,0.66,-1.17,0
7508,-0.85,0.71,-1.18,0
7509,-0.21,0.53,-0.75,0
7510,1.06,0.37,-0.44,0
7511,1.31,0.22,-0.47,0
7512,0.39,0.35,-0.77,0
7513,-0.85,0.7,-1.26,0
7514,-0.54,0.66,-1.17,0
7515,0.46,0.42,-0.77,0
7516,1.31,0.27,-0.31,0
7517,0.82,0.13,-0.44,0
7518,-0.26,0.49,-0.88,0
7519,-0.96,0.75,-1.19,0
7520,-0.32,0.65,-1.02,0
7521,1.23,0.39,-0.97,0
7522,1.16,0.18,-0.43,0
7523,0.39,0.37,-0.37,0
7524,-0.65,0.7,-0.86,0
7525,-0.63,0.55,-1.19,0
7526,0.07,0.45,-0.99,0
7527,1.24,0.42,-0.88,0
7528,1.0,0.23,-0.43,0
7529,0.06,0.24,-0.35,0
7530,-0.96,0.75,-1.04,0
7531,-0.51,0.55,-1.22,0
7532,0.62,0.53,-0.85,0
7533,1.39,0.35,-0.85,0
7534,0.84,0.04,-0.39,0
7535,-0.21,0.4,-0.4,0
7536,-0.76,0.71,-1.22,0
7537,-0.19,0.6,-1.26,0
7538,0.68,0.52,-0.85,0
7539,1.07,0.02,-0.58,0
7540,0.87,0.22,-0.35,0
7541,0.44,0.65,-0.61,0
7542,0.2,0.88,-1.14,0
7543,0.91,0.43,-1.15,0
7544,1.67,0.1,-0.92,0
7545,1.93,0.29,-0.6,0
7546,1.34,0.47,-0.43,0
7547,0.94,0.78,-0.75,0
7548,1.0,0.65,-1.09,0
7549,1.07,0.43,-0.97,0
7550,0.93,0.29,-0.96,0
7551,0.92,0.17,-0.5,0
7552,0.99,0.55,-0.48,0
7553,1.02,0.79,-0.8,0
7554,1.03,0.4,-1.14,0
7555,1.01,0.4,-1.05,0
7556,1.0,0.29,-0.77,0
7557,1.0,0.2,-0.4,0
7558,1.03,0.43,-0.5,0
7559,1.03,0.79,-0.97,0
7560,0.95,0.64,-1.29,0
7561,0.96,0.3,-0.97,0
7562,0.97,0.12,-0.66,0
7563,0.97,0.09,-0.46,0
7564,0.96,0.68,-0.65,0
7565,0.97,0.72,-1.02,0
7566,0.95,0.48,-1.16,0
7567,0.95,0.14,-0.99,0
7568,0.96,0.16,-0.52,0
7569,0.97,0.62,-0.45,0
7570,0.97,0.73,-0.78,0
7571,0.95,0.53,-1.32,0
7572,0.96,0.4,-1.07,0
7573,0.96,0.44,-0.75,0
7574,0.97,0.36,-0.43,0
7575,0.97,0.58,-0.43,0
7576,0.97,0.87,-1.0,0
7577,0.97,0.26,-1.39,0
7578,0.97,0.26,-0.86,0
7579,0.98,0.32,-0.6,0
7580,0.97,0.5,-0.45,0
7581,0.97,0.8,-0.67,0
7582,0.97,0.69,-1.11,0
7583,0.97,0.26,-1.05,0
7584,0.97,0.27,-0.94,0
7585,0.97,0.42,-0.63,0
7586,0.97,0.57,-0.43,0
7587,0.97,0.74,-0.76,0
7588,0.97,0.55,-1.08,0
7589,0.97,0.37,-0.96,0
7590,0.97,0.14,-0.94,0
7591,0.97,0.35,-0.43,0
7592,0.97,0.71,-0.63,0
7593,0.97,0.76,-1.04,0
7594,0.97,0.37,-1.06,0
7595,0.97,0.16,-0.99,0
7596,0.97,0.19,-0.75,0
7597,0.97,0.4,-0.35,0
7598,0.97,0.95,-0.6,0
7599,0.97,0.66,-1.04,0
7600,0.97,0.4,-1.09,0
7601,0.97,0.2,-0.99,0
7602,0.97,0.15,-0.59,0
7603,0.97,0.5,-0.5,0
7604,0.98,0.78,-0.68,0
7605,0.97,0.63,-1.17,0
7606,0.97,0.36,-1.17,0
7607,0.97,0.19,-0.97,0
7608,0.97,0.27,-0.59,0
7609,0.97,0.71,-0.38,0
7610,0.97,0.63,-0.69,0
7611,0.97,0.45,-1.02,0
7612,0.97,0.36,-1.02,0
7613,0.97,0.21,-0.78,0
7614,0.97,0.47,-0.43,0
